LCLid,tstp,energy(kWh/hh)
MAC000450,2012-10-18 23:30:00.0000000, 1.148 
MAC000450,2012-10-19 00:00:00.0000000, 1.074 
MAC000450,2012-10-19 00:30:00.0000000, 0.933 
MAC000450,2012-10-19 01:00:00.0000000, 0.913 
MAC000450,2012-10-19 01:30:00.0000000, 0.912 
MAC000450,2012-10-19 02:00:00.0000000, 0.798 
MAC000450,2012-10-19 02:30:00.0000000, 0.916 
MAC000450,2012-10-19 03:00:00.0000000, 0.819 
MAC000450,2012-10-19 03:30:00.0000000, 0.929 
MAC000450,2012-10-19 04:00:00.0000000, 0.901 
MAC000450,2012-10-19 04:30:00.0000000, 0.795 
MAC000450,2012-10-19 05:00:00.0000000, 0.886 
MAC000450,2012-10-19 05:30:00.0000000, 0.913 
MAC000450,2012-10-19 06:00:00.0000000, 0.897 
MAC000450,2012-10-19 06:30:00.0000000, 1.025 
MAC000450,2012-10-19 07:00:00.0000000, 2.043 
MAC000450,2012-10-19 07:30:00.0000000, 2.6659999 
MAC000450,2012-10-19 08:00:00.0000000, 2.6159999 
MAC000450,2012-10-19 08:30:00.0000000, 1.893 
MAC000450,2012-10-19 09:00:00.0000000, 2.7969999 
MAC000450,2012-10-19 09:30:00.0000000, 2.3829999 
MAC000450,2012-10-19 10:00:00.0000000, 1.5140001 
MAC000450,2012-10-19 10:30:00.0000000, 2.0550001 
MAC000450,2012-10-19 11:00:00.0000000, 2.9419999 
MAC000450,2012-10-19 11:30:00.0000000, 2.4100001 
MAC000450,2012-10-19 12:00:00.0000000, 3.1860001 
MAC000450,2012-10-19 12:30:00.0000000, 2.4230001 
MAC000450,2012-10-19 13:00:00.0000000, 2.2780001 
MAC000450,2012-10-19 13:30:00.0000000, 3.3169999 
MAC000450,2012-10-19 14:00:00.0000000, 3.5109999 
MAC000450,2012-10-19 14:30:00.0000000, 3.165 
MAC000450,2012-10-19 15:00:00.0000000, 2.8959999 
MAC000450,2012-10-19 15:30:00.0000000, 2.6949999 
MAC000450,2012-10-19 16:00:00.0000000, 2.75 
MAC000450,2012-10-19 16:30:00.0000000, 2.73 
MAC000450,2012-10-19 17:00:00.0000000, 2.2479999 
MAC000450,2012-10-19 17:30:00.0000000, 2.2449999 
MAC000450,2012-10-19 18:00:00.0000000, 2.1830001 
MAC000450,2012-10-19 18:30:00.0000000, 2.0929999 
MAC000450,2012-10-19 19:00:00.0000000, 2.4619999 
MAC000450,2012-10-19 19:30:00.0000000, 2.3199999 
MAC000450,2012-10-19 20:00:00.0000000, 2.9960001 
MAC000450,2012-10-19 20:30:00.0000000, 2.97 
MAC000450,2012-10-19 21:00:00.0000000, 2.631 
MAC000450,2012-10-19 21:30:00.0000000, 2.2609999 
MAC000450,2012-10-19 22:00:00.0000000, 1.966 
MAC000450,2012-10-19 22:30:00.0000000, 2.5150001 
MAC000450,2012-10-19 23:00:00.0000000, 2.154 
MAC000450,2012-10-19 23:30:00.0000000, 2.0539999 
MAC000450,2012-10-20 00:00:00.0000000, 1.437 
MAC000450,2012-10-20 00:30:00.0000000, 0.94 
MAC000450,2012-10-20 01:00:00.0000000, 0.978 
MAC000450,2012-10-20 01:30:00.0000000, 0.911 
MAC000450,2012-10-20 02:00:00.0000000, 0.86 
MAC000450,2012-10-20 02:30:00.0000000, 0.841 
MAC000450,2012-10-20 03:00:00.0000000, 0.821 
MAC000450,2012-10-20 03:30:00.0000000, 0.822 
MAC000450,2012-10-20 04:00:00.0000000, 0.905 
MAC000450,2012-10-20 04:30:00.0000000, 0.851 
MAC000450,2012-10-20 05:00:00.0000000, 0.953 
MAC000450,2012-10-20 05:30:00.0000000, 0.912 
MAC000450,2012-10-20 06:00:00.0000000, 0.788 
MAC000450,2012-10-20 06:30:00.0000000, 0.856 
MAC000450,2012-10-20 07:00:00.0000000, 0.831 
MAC000450,2012-10-20 07:30:00.0000000, 1.309 
MAC000450,2012-10-20 08:00:00.0000000, 1.845 
MAC000450,2012-10-20 08:30:00.0000000, 1.478 
MAC000450,2012-10-20 09:00:00.0000000, 2.438 
MAC000450,2012-10-20 09:30:00.0000000, 4.1040001 
MAC000450,2012-10-20 10:00:00.0000000, 3.1800001 
MAC000450,2012-10-20 10:30:00.0000000, 2.036 
MAC000450,2012-10-20 11:00:00.0000000, 2.5039999 
MAC000450,2012-10-20 11:30:00.0000000, 3.5880001 
MAC000450,2012-10-20 12:00:00.0000000, 3.49 
MAC000450,2012-10-20 12:30:00.0000000, 2.506 
MAC000450,2012-10-20 13:00:00.0000000, 2.006 
MAC000450,2012-10-20 13:30:00.0000000, 3.402 
MAC000450,2012-10-20 14:00:00.0000000, 3.181 
MAC000450,2012-10-20 14:30:00.0000000, 3.1300001 
MAC000450,2012-10-20 15:00:00.0000000, 2.598 
MAC000450,2012-10-20 15:30:00.0000000, 1.948 
MAC000450,2012-10-20 16:00:00.0000000, 3.8210001 
MAC000450,2012-10-20 16:30:00.0000000, 3.8629999 
MAC000450,2012-10-20 17:00:00.0000000, 4.5040002 
MAC000450,2012-10-20 17:30:00.0000000, 4.3119998 
MAC000450,2012-10-20 18:00:00.0000000, 4.342 
MAC000450,2012-10-20 18:30:00.0000000, 2.8740001 
MAC000450,2012-10-20 19:00:00.0000000, 2.4749999 
MAC000450,2012-10-20 19:30:00.0000000, 3.3599999 
MAC000450,2012-10-20 20:00:00.0000000, 3.2509999 
MAC000450,2012-10-20 20:30:00.0000000, 3.3900001 
MAC000450,2012-10-20 21:00:00.0000000, 3.0320001 
MAC000450,2012-10-20 21:30:00.0000000, 2.5250001 
MAC000450,2012-10-20 22:00:00.0000000, 2.7650001 
MAC000450,2012-10-20 22:30:00.0000000, 1.87 
MAC000450,2012-10-20 23:00:00.0000000, 1.883 
MAC000450,2012-10-20 23:30:00.0000000, 1.482 
MAC000450,2012-10-21 00:00:00.0000000, 1.0140001 
MAC000450,2012-10-21 00:30:00.0000000, 1.028 
MAC000450,2012-10-21 01:00:00.0000000, 0.966 
MAC000450,2012-10-21 01:30:00.0000000, 0.969 
MAC000450,2012-10-21 02:00:00.0000000, 0.949 
MAC000450,2012-10-21 02:30:00.0000000, 0.948 
MAC000450,2012-10-21 03:00:00.0000000, 0.921 
MAC000450,2012-10-21 03:30:00.0000000, 0.981 
MAC000450,2012-10-21 04:00:00.0000000, 1.344 
MAC000450,2012-10-21 04:30:00.0000000, 0.924 
MAC000450,2012-10-21 05:00:00.0000000, 0.908 
MAC000450,2012-10-21 05:30:00.0000000, 0.896 
MAC000450,2012-10-21 06:00:00.0000000, 0.961 
MAC000450,2012-10-21 06:30:00.0000000, 0.964 
MAC000450,2012-10-21 07:00:00.0000000, 1.306 
MAC000450,2012-10-21 07:30:00.0000000, 1.36 
MAC000450,2012-10-21 08:00:00.0000000, 1.779 
MAC000450,2012-10-21 08:30:00.0000000, 2.355 
MAC000450,2012-10-21 09:00:00.0000000, 2.072 
MAC000450,2012-10-21 09:30:00.0000000, 2.395 
MAC000450,2012-10-21 10:00:00.0000000, 2.4649999 
MAC000450,2012-10-21 10:30:00.0000000, 3.082 
MAC000450,2012-10-21 11:00:00.0000000, 2.8099999 
MAC000450,2012-10-21 11:30:00.0000000, 2.29 
MAC000450,2012-10-21 12:00:00.0000000, 2.3670001 
MAC000450,2012-10-21 12:30:00.0000000, 3.8239999 
MAC000450,2012-10-21 13:00:00.0000000, 3.1800001 
MAC000450,2012-10-21 13:30:00.0000000, 2.5179999 
MAC000450,2012-10-21 14:00:00.0000000, 1.247 
MAC000450,2012-10-21 14:30:00.0000000, 1.0319999 
MAC000450,2012-10-21 15:00:00.0000000, 2.4170001 
MAC000450,2012-10-21 15:30:00.0000000, 2.6029999 
MAC000450,2012-10-21 16:00:00.0000000, 3.5580001 
MAC000450,2012-10-21 16:30:00.0000000, 3.576 
MAC000450,2012-10-21 17:00:00.0000000, 3.3859999 
MAC000450,2012-10-21 17:30:00.0000000, 2.573 
MAC000450,2012-10-21 18:00:00.0000000, 3.2379999 
MAC000450,2012-10-21 18:30:00.0000000, 3.5510001 
MAC000450,2012-10-21 19:00:00.0000000, 3.2130001 
MAC000450,2012-10-21 19:30:00.0000000, 2.6199999 
MAC000450,2012-10-21 20:00:00.0000000, 2.948 
MAC000450,2012-10-21 20:30:00.0000000, 2.3329999 
MAC000450,2012-10-21 21:00:00.0000000, 2.404 
MAC000450,2012-10-21 21:30:00.0000000, 2.194 
MAC000450,2012-10-21 22:00:00.0000000, 2.2869999 
MAC000450,2012-10-21 22:30:00.0000000, 2.5810001 
MAC000450,2012-10-21 23:00:00.0000000, 1.128 
MAC000450,2012-10-21 23:30:00.0000000, 1.061 
MAC000450,2012-10-22 00:00:00.0000000, 0.966 
MAC000450,2012-10-22 00:30:00.0000000, 0.932 
MAC000450,2012-10-22 01:00:00.0000000, 0.91 
MAC000450,2012-10-22 01:30:00.0000000, 0.894 
MAC000450,2012-10-22 02:00:00.0000000, 0.895 
MAC000450,2012-10-22 02:30:00.0000000, 0.869 
MAC000450,2012-10-22 03:00:00.0000000, 0.842 
MAC000450,2012-10-22 03:30:00.0000000, 0.832 
MAC000450,2012-10-22 04:00:00.0000000, 0.861 
MAC000450,2012-10-22 04:30:00.0000000, 0.833 
MAC000450,2012-10-22 05:00:00.0000000, 0.833 
MAC000450,2012-10-22 05:30:00.0000000, 0.866 
MAC000450,2012-10-22 06:00:00.0000000, 1.099 
MAC000450,2012-10-22 06:30:00.0000000, 1.406 
MAC000450,2012-10-22 07:00:00.0000000, 2.6889999 
MAC000450,2012-10-22 07:30:00.0000000, 2.9300001 
MAC000450,2012-10-22 08:00:00.0000000, 2.253 
MAC000450,2012-10-22 08:30:00.0000000, 2.5880001 
MAC000450,2012-10-22 09:00:00.0000000, 2.471 
MAC000450,2012-10-22 09:30:00.0000000, 1.939 
MAC000450,2012-10-22 10:00:00.0000000, 2.2320001 
MAC000450,2012-10-22 10:30:00.0000000, 2.2590001 
MAC000450,2012-10-22 11:00:00.0000000, 3.3970001 
MAC000450,2012-10-22 11:30:00.0000000, 2.8759999 
MAC000450,2012-10-22 12:00:00.0000000, 3.7349999 
MAC000450,2012-10-22 12:30:00.0000000, 3.4630001 
MAC000450,2012-10-22 13:00:00.0000000, 2.714 
MAC000450,2012-10-22 13:30:00.0000000, 2.1530001 
MAC000450,2012-10-22 14:00:00.0000000, 2.819 
MAC000450,2012-10-22 14:30:00.0000000, 2.862 
MAC000450,2012-10-22 15:00:00.0000000, 3.3380001 
MAC000450,2012-10-22 15:30:00.0000000, 2.346 
MAC000450,2012-10-22 16:00:00.0000000, 2.7950001 
MAC000450,2012-10-22 16:30:00.0000000, 2.7969999 
MAC000450,2012-10-22 17:00:00.0000000, 2.6340001 
MAC000450,2012-10-22 17:30:00.0000000, 2.72 
MAC000450,2012-10-22 18:00:00.0000000, 2.8169999 
MAC000450,2012-10-22 18:30:00.0000000, 2.46 
MAC000450,2012-10-22 19:00:00.0000000, 3.381 
MAC000450,2012-10-22 19:30:00.0000000, 4.329 
MAC000450,2012-10-22 20:00:00.0000000, 3.546 
MAC000450,2012-10-22 20:30:00.0000000, 3.0650001 
MAC000450,2012-10-22 21:00:00.0000000, 2.49 
MAC000450,2012-10-22 21:30:00.0000000, 2.6760001 
MAC000450,2012-10-22 22:00:00.0000000, 1.933 
MAC000450,2012-10-22 22:30:00.0000000, 2.793 
MAC000450,2012-10-22 23:00:00.0000000, 2.1670001 
MAC000450,2012-10-22 23:30:00.0000000, 1.2920001 
MAC000450,2012-10-23 00:00:00.0000000, 0.961 
MAC000450,2012-10-23 00:30:00.0000000, 0.863 
MAC000450,2012-10-23 01:00:00.0000000, 0.984 
MAC000450,2012-10-23 01:30:00.0000000, 0.91 
MAC000450,2012-10-23 02:00:00.0000000, 0.907 
MAC000450,2012-10-23 02:30:00.0000000, 0.926 
MAC000450,2012-10-23 03:00:00.0000000, 0.869 
MAC000450,2012-10-23 03:30:00.0000000, 0.901 
MAC000450,2012-10-23 04:00:00.0000000, 0.836 
MAC000450,2012-10-23 04:30:00.0000000, 0.885 
MAC000450,2012-10-23 05:00:00.0000000, 0.96 
MAC000450,2012-10-23 05:30:00.0000000, 0.985 
MAC000450,2012-10-23 06:00:00.0000000, 0.893 
MAC000450,2012-10-23 06:30:00.0000000, 0.944 
MAC000450,2012-10-23 07:00:00.0000000, 1.309 
MAC000450,2012-10-23 07:30:00.0000000, 2.8139999 
MAC000450,2012-10-23 08:00:00.0000000, 3.76 
MAC000450,2012-10-23 08:30:00.0000000, 2.6340001 
MAC000450,2012-10-23 09:00:00.0000000, 2.3399999 
MAC000450,2012-10-23 09:30:00.0000000, 2.6270001 
MAC000450,2012-10-23 10:00:00.0000000, 2.141 
MAC000450,2012-10-23 10:30:00.0000000, 2.7219999 
MAC000450,2012-10-23 11:00:00.0000000, 1.97 
MAC000450,2012-10-23 11:30:00.0000000, 3.29 
MAC000450,2012-10-23 12:00:00.0000000, 3.6589999 
MAC000450,2012-10-23 12:30:00.0000000, 2.7030001 
MAC000450,2012-10-23 13:00:00.0000000, 2.161 
MAC000450,2012-10-23 13:30:00.0000000, 3.1659999 
MAC000450,2012-10-23 14:00:00.0000000, 2.6530001 
MAC000450,2012-10-23 14:30:00.0000000, 2.079 
MAC000450,2012-10-23 15:00:00.0000000, 1.709 
MAC000450,2012-10-23 15:30:00.0000000, 2.724 
MAC000450,2012-10-23 16:00:00.0000000, 1.918 
MAC000450,2012-10-23 16:30:00.0000000, 2.4460001 
MAC000450,2012-10-23 17:00:00.0000000, 2.6070001 
MAC000450,2012-10-23 17:30:00.0000000, 2.773 
MAC000450,2012-10-23 18:00:00.0000000, 3.796 
MAC000450,2012-10-23 18:30:00.0000000, 2.6530001 
MAC000450,2012-10-23 19:00:00.0000000, 2.7850001 
MAC000450,2012-10-23 19:30:00.0000000, 2.9890001 
MAC000450,2012-10-23 20:00:00.0000000, 3.0680001 
MAC000450,2012-10-23 20:30:00.0000000, 2.79 
MAC000450,2012-10-23 21:00:00.0000000, 2.447 
MAC000450,2012-10-23 21:30:00.0000000, 2.4300001 
MAC000450,2012-10-23 22:00:00.0000000, 2.45 
MAC000450,2012-10-23 22:30:00.0000000, 2.0190001 
MAC000450,2012-10-23 23:00:00.0000000, 2.5139999 
MAC000450,2012-10-23 23:30:00.0000000, 1.057 
MAC000450,2012-10-24 00:00:00.0000000, 0.949 
MAC000450,2012-10-24 00:30:00.0000000, 0.918 
MAC000450,2012-10-24 01:00:00.0000000, 0.89 
MAC000450,2012-10-24 01:30:00.0000000, 1.057 
MAC000450,2012-10-24 02:00:00.0000000, 0.987 
MAC000450,2012-10-24 02:30:00.0000000, 0.93 
MAC000450,2012-10-24 03:00:00.0000000, 0.888 
MAC000450,2012-10-24 03:30:00.0000000, 0.875 
MAC000450,2012-10-24 04:00:00.0000000, 0.949 
MAC000450,2012-10-24 04:30:00.0000000, 0.87 
MAC000450,2012-10-24 05:00:00.0000000, 0.979 
MAC000450,2012-10-24 05:30:00.0000000, 0.942 
MAC000450,2012-10-24 06:00:00.0000000, 0.963 
MAC000450,2012-10-24 06:30:00.0000000, 0.989 
MAC000450,2012-10-24 07:00:00.0000000, 2.2679999 
MAC000450,2012-10-24 07:30:00.0000000, 3.345 
MAC000450,2012-10-24 08:00:00.0000000, 3.8050001 
MAC000450,2012-10-24 08:30:00.0000000, 4.1560001 
MAC000450,2012-10-24 09:00:00.0000000, 3.9189999 
MAC000450,2012-10-24 09:30:00.0000000, 2.816 
MAC000450,2012-10-24 10:00:00.0000000, 2.826 
MAC000450,2012-10-24 10:30:00.0000000, 3.484 
MAC000450,2012-10-24 11:00:00.0000000, 3.5969999 
MAC000450,2012-10-24 11:30:00.0000000, 4.2839999 
MAC000450,2012-10-24 12:00:00.0000000, 2.973 
MAC000450,2012-10-24 12:30:00.0000000, 2.461 
MAC000450,2012-10-24 13:00:00.0000000, 2.2060001 
MAC000450,2012-10-24 13:30:00.0000000, 2.0569999 
MAC000450,2012-10-24 14:00:00.0000000, 2.1670001 
MAC000450,2012-10-24 14:30:00.0000000, 2.5550001 
MAC000450,2012-10-24 15:00:00.0000000, 2.47 
MAC000450,2012-10-24 15:30:00.0000000, 1.9400001 
MAC000450,2012-10-24 16:00:00.0000000, 2.473 
MAC000450,2012-10-24 16:30:00.0000000, 1.325 
MAC000450,2012-10-24 17:00:00.0000000, 2.605 
MAC000450,2012-10-24 17:30:00.0000000, 2.79 
MAC000450,2012-10-24 18:00:00.0000000, 3.477 
MAC000450,2012-10-24 18:30:00.0000000, 2.6370001 
MAC000450,2012-10-24 19:00:00.0000000, 2.4749999 
MAC000450,2012-10-24 19:30:00.0000000, 3.053 
MAC000450,2012-10-24 20:00:00.0000000, 2.7290001 
MAC000450,2012-10-24 20:30:00.0000000, 2.46 
MAC000450,2012-10-24 21:00:00.0000000, 2.2639999 
MAC000450,2012-10-24 21:30:00.0000000, 2.3440001 
MAC000450,2012-10-24 22:00:00.0000000, 1.925 
MAC000450,2012-10-24 22:30:00.0000000, 2.1470001 
MAC000450,2012-10-24 23:00:00.0000000, 1.301 
MAC000450,2012-10-24 23:30:00.0000000, 0.993 
MAC000450,2012-10-25 00:00:00.0000000, 0.906 
MAC000450,2012-10-25 00:30:00.0000000, 0.961 
MAC000450,2012-10-25 01:00:00.0000000, 0.953 
MAC000450,2012-10-25 01:30:00.0000000, 0.982 
MAC000450,2012-10-25 02:00:00.0000000, 0.991 
MAC000450,2012-10-25 02:30:00.0000000, 0.853 
MAC000450,2012-10-25 03:00:00.0000000, 0.924 
MAC000450,2012-10-25 03:30:00.0000000, 0.772 
MAC000450,2012-10-25 04:00:00.0000000, 0.863 
MAC000450,2012-10-25 04:30:00.0000000, 0.825 
MAC000450,2012-10-25 05:00:00.0000000, 0.928 
MAC000450,2012-10-25 05:30:00.0000000, 0.983 
MAC000450,2012-10-25 06:00:00.0000000, 1.403 
MAC000450,2012-10-25 06:30:00.0000000, 1.285 
MAC000450,2012-10-25 07:00:00.0000000, 1.84 
MAC000450,2012-10-25 07:30:00.0000000, 4.1659999 
MAC000450,2012-10-25 08:00:00.0000000, 3.043 
MAC000450,2012-10-25 08:30:00.0000000, 2.783 
MAC000450,2012-10-25 09:00:00.0000000, 3.6159999 
MAC000450,2012-10-25 09:30:00.0000000, 1.714 
MAC000450,2012-10-25 10:00:00.0000000, 2.7019999 
MAC000450,2012-10-25 10:30:00.0000000, 2.148 
MAC000450,2012-10-25 11:00:00.0000000, 1.798 
MAC000450,2012-10-25 11:30:00.0000000, 1.886 
MAC000450,2012-10-25 12:00:00.0000000, 1.441 
MAC000450,2012-10-25 12:30:00.0000000, 1.238 
MAC000450,2012-10-25 13:00:00.0000000, 1.875 
MAC000450,2012-10-25 13:30:00.0000000, 1.9450001 
MAC000450,2012-10-25 14:00:00.0000000, 1.6720001 
MAC000450,2012-10-25 14:30:00.0000000, 1.559 
MAC000450,2012-10-25 15:00:00.0000000, 1.317 
MAC000450,2012-10-25 15:30:00.0000000, 1.0319999 
MAC000450,2012-10-25 16:00:00.0000000, 1.7970001 
MAC000450,2012-10-25 16:30:00.0000000, 2.5780001 
MAC000450,2012-10-25 17:00:00.0000000, 2.6259999 
MAC000450,2012-10-25 17:30:00.0000000, 2.9990001 
MAC000450,2012-10-25 18:00:00.0000000, 2.2909999 
MAC000450,2012-10-25 18:30:00.0000000, 2.02 
MAC000450,2012-10-25 19:00:00.0000000, 2.8469999 
MAC000450,2012-10-25 19:30:00.0000000, 2.809 
MAC000450,2012-10-25 20:00:00.0000000, 2.6140001 
MAC000450,2012-10-25 20:30:00.0000000, 1.749 
MAC000450,2012-10-25 21:00:00.0000000, 1.8 
MAC000450,2012-10-25 21:30:00.0000000, 1.913 
MAC000450,2012-10-25 22:00:00.0000000, 2.0650001 
MAC000450,2012-10-25 22:30:00.0000000, 1.823 
MAC000450,2012-10-25 23:00:00.0000000, 2.358 
MAC000450,2012-10-25 23:30:00.0000000, 1.156 
MAC000450,2012-10-26 00:00:00.0000000, 1.068 
MAC000450,2012-10-26 00:30:00.0000000, 1.006 
MAC000450,2012-10-26 01:00:00.0000000, 0.948 
MAC000450,2012-10-26 01:30:00.0000000, 0.892 
MAC000450,2012-10-26 02:00:00.0000000, 1.02 
MAC000450,2012-10-26 02:30:00.0000000, 1.003 
MAC000450,2012-10-26 03:00:00.0000000, 0.961 
MAC000450,2012-10-26 03:30:00.0000000, 0.948 
MAC000450,2012-10-26 04:00:00.0000000, 0.918 
MAC000450,2012-10-26 04:30:00.0000000, 0.987 
MAC000450,2012-10-26 05:00:00.0000000, 0.962 
MAC000450,2012-10-26 05:30:00.0000000, 0.902 
MAC000450,2012-10-26 06:00:00.0000000, 0.892 
MAC000450,2012-10-26 06:30:00.0000000, 0.893 
MAC000450,2012-10-26 07:00:00.0000000, 0.99 
MAC000450,2012-10-26 07:30:00.0000000, 2.5150001 
MAC000450,2012-10-26 08:00:00.0000000, 2.7179999 
MAC000450,2012-10-26 08:30:00.0000000, 1.873 
MAC000450,2012-10-26 09:00:00.0000000, 2.9430001 
MAC000450,2012-10-26 09:30:00.0000000, 3.1440001 
MAC000450,2012-10-26 10:00:00.0000000, 2.826 
MAC000450,2012-10-26 10:30:00.0000000, 2.563 
MAC000450,2012-10-26 11:00:00.0000000, 2.161 
MAC000450,2012-10-26 11:30:00.0000000, 3.529 
MAC000450,2012-10-26 12:00:00.0000000, 2.52 
MAC000450,2012-10-26 12:30:00.0000000, 1.732 
MAC000450,2012-10-26 13:00:00.0000000, 1.6160001 
MAC000450,2012-10-26 13:30:00.0000000, 0.685 
MAC000450,2012-10-26 14:00:00.0000000, 0.639 
MAC000450,2012-10-26 14:30:00.0000000, 0.609 
MAC000450,2012-10-26 15:00:00.0000000, 0.618 
MAC000450,2012-10-26 15:30:00.0000000, 0.639 
MAC000450,2012-10-26 16:00:00.0000000, 0.68 
MAC000450,2012-10-26 16:30:00.0000000, 1.49 
MAC000450,2012-10-26 17:00:00.0000000, 3.675 
MAC000450,2012-10-26 17:30:00.0000000, 3.4619999 
MAC000450,2012-10-26 18:00:00.0000000, 2.8310001 
MAC000450,2012-10-26 18:30:00.0000000, 2.306 
MAC000450,2012-10-26 19:00:00.0000000, 2.23 
MAC000450,2012-10-26 19:30:00.0000000, 3.3469999 
MAC000450,2012-10-26 20:00:00.0000000, 2.8469999 
MAC000450,2012-10-26 20:30:00.0000000, 2.256 
MAC000450,2012-10-26 21:00:00.0000000, 2.312 
MAC000450,2012-10-26 21:30:00.0000000, 2.947 
MAC000450,2012-10-26 22:00:00.0000000, 2.2 
MAC000450,2012-10-26 22:30:00.0000000, 2.934 
MAC000450,2012-10-26 23:00:00.0000000, 2.033 
MAC000450,2012-10-26 23:30:00.0000000, 1.313 
MAC000450,2012-10-27 00:00:00.0000000, 1.29 
MAC000450,2012-10-27 00:30:00.0000000, 1.311 
MAC000450,2012-10-27 01:00:00.0000000, 1.249 
MAC000450,2012-10-27 01:30:00.0000000, 1.1900001 
MAC000450,2012-10-27 02:00:00.0000000, 1.255 
MAC000450,2012-10-27 02:30:00.0000000, 1.2029999 
MAC000450,2012-10-27 03:00:00.0000000, 1.17 
MAC000450,2012-10-27 03:30:00.0000000, 1.159 
MAC000450,2012-10-27 04:00:00.0000000, 1.2029999 
MAC000450,2012-10-27 04:30:00.0000000, 1.339 
MAC000450,2012-10-27 05:00:00.0000000, 1.272 
MAC000450,2012-10-27 05:30:00.0000000, 1.186 
MAC000450,2012-10-27 06:00:00.0000000, 1.11 
MAC000450,2012-10-27 06:30:00.0000000, 1.17 
MAC000450,2012-10-27 07:00:00.0000000, 1.212 
MAC000450,2012-10-27 07:30:00.0000000, 1.744 
MAC000450,2012-10-27 08:00:00.0000000, 2.517 
MAC000450,2012-10-27 08:30:00.0000000, 2.0569999 
MAC000450,2012-10-27 09:00:00.0000000, 1.553 
MAC000450,2012-10-27 09:30:00.0000000, 1.955 
MAC000450,2012-10-27 10:00:00.0000000, 2.063 
MAC000450,2012-10-27 10:30:00.0000000, 1.886 
MAC000450,2012-10-27 11:00:00.0000000, 1.875 
MAC000450,2012-10-27 11:30:00.0000000, 1.024 
MAC000450,2012-10-27 12:00:00.0000000, 0.921 
MAC000450,2012-10-27 12:30:00.0000000, 0.937 
MAC000450,2012-10-27 13:00:00.0000000, 1.3789999 
MAC000450,2012-10-27 13:30:00.0000000, 1.2180001 
MAC000450,2012-10-27 14:00:00.0000000, 0.883 
MAC000450,2012-10-27 14:30:00.0000000, 0.651 
MAC000450,2012-10-27 15:00:00.0000000, 0.556 
MAC000450,2012-10-27 15:30:00.0000000, 0.5 
MAC000450,2012-10-27 16:00:00.0000000, 0.809 
MAC000450,2012-10-27 16:30:00.0000000, 2.0739999 
MAC000450,2012-10-27 17:00:00.0000000, 2.2739999 
MAC000450,2012-10-27 17:30:00.0000000, 1.6950001 
MAC000450,2012-10-27 18:00:00.0000000, 1.902 
MAC000450,2012-10-27 18:30:00.0000000, 2.0650001 
MAC000450,2012-10-27 19:00:00.0000000, 2.1930001 
MAC000450,2012-10-27 19:30:00.0000000, 1.9680001 
MAC000450,2012-10-27 20:00:00.0000000, 2.868 
MAC000450,2012-10-27 20:30:00.0000000, 2.2739999 
MAC000450,2012-10-27 21:00:00.0000000, 1.997 
MAC000450,2012-10-27 21:30:00.0000000, 1.999 
MAC000450,2012-10-27 22:00:00.0000000, 1.989 
MAC000450,2012-10-27 22:30:00.0000000, 2.0439999 
MAC000450,2012-10-27 23:00:00.0000000, 1.679 
MAC000450,2012-10-27 23:30:00.0000000, 1.709 
MAC000450,2012-10-28 00:00:00.0000000, 1.716 
MAC000450,2012-10-28 00:30:00.0000000, 1.564 
MAC000450,2012-10-28 01:00:00.0000000, 1.301 
MAC000450,2012-10-28 01:30:00.0000000, 1.2589999 
MAC000450,2012-10-28 02:00:00.0000000, 1.331 
MAC000450,2012-10-28 02:30:00.0000000, 1.187 
MAC000450,2012-10-28 03:00:00.0000000, 1.24 
MAC000450,2012-10-28 03:30:00.0000000, 1.198 
MAC000450,2012-10-28 04:00:00.0000000, 1.332 
MAC000450,2012-10-28 04:30:00.0000000, 1.354 
MAC000450,2012-10-28 05:00:00.0000000, 1.295 
MAC000450,2012-10-28 05:30:00.0000000, 1.2130001 
MAC000450,2012-10-28 06:00:00.0000000, 1.222 
MAC000450,2012-10-28 06:30:00.0000000, 1.225 
MAC000450,2012-10-28 07:00:00.0000000, 1.281 
MAC000450,2012-10-28 07:30:00.0000000, 1.296 
MAC000450,2012-10-28 08:00:00.0000000, 1.29 
MAC000450,2012-10-28 08:30:00.0000000, 1.612 
MAC000450,2012-10-28 09:00:00.0000000, 1.6440001 
MAC000450,2012-10-28 09:30:00.0000000, 2.0179999 
MAC000450,2012-10-28 10:00:00.0000000, 1.597 
MAC000450,2012-10-28 10:30:00.0000000, 1.724 
MAC000450,2012-10-28 11:00:00.0000000, 2.1240001 
MAC000450,2012-10-28 11:30:00.0000000, 2.2219999 
MAC000450,2012-10-28 12:00:00.0000000, 3.023 
MAC000450,2012-10-28 12:30:00.0000000, 2.069 
MAC000450,2012-10-28 13:00:00.0000000, 0.867 
MAC000450,2012-10-28 13:30:00.0000000, 1.187 
MAC000450,2012-10-28 14:00:00.0000000, 2.54 
MAC000450,2012-10-28 14:30:00.0000000, 2.6500001 
MAC000450,2012-10-28 15:00:00.0000000, 1.654 
MAC000450,2012-10-28 15:30:00.0000000, 2.135 
MAC000450,2012-10-28 16:00:00.0000000, 2.7880001 
MAC000450,2012-10-28 16:30:00.0000000, 2.766 
MAC000450,2012-10-28 17:00:00.0000000, 3.201 
MAC000450,2012-10-28 17:30:00.0000000, 2.931 
MAC000450,2012-10-28 18:00:00.0000000, 2.3540001 
