,Line
37385,-2.44925
37386,-2.45443
37387,-2.44877
37388,-1.98765
37389,-1.73699
37390,-1.52666
37391,-2.13076
37392,-2.08864
37393,-2.07554
37394,-2.14184
37395,-2.35349
37396,-2.67894
37397,-2.79728
37398,-2.86278
37399,-2.60481
37400,-2.25533
37401,-1.96845
37402,-1.80835
37403,-1.54001
37404,-1.77834
37405,-1.94393
37406,-2.21896
37407,-2.65194
37408,-3.15228
37409,-3.52578
37410,-3.43181
37411,-3.06946
37412,-2.81678
37413,-2.49437
37414,-2.27858
37415,-2.21586
37416,-2.15374
37417,-2.13323
37418,-2.18186
37419,-2.39107
37420,-2.70105
37421,-2.60155
37422,-2.16692
37423,-1.77606
37424,-1.5
37425,-1.5
37426,-1.5
37427,-1.5
37428,-1.5
37429,-1.59838
37430,-2.16288
37431,-2.65438
37432,-3.13004
37433,-2.80903
37434,-3.36918
37435,-3.11469
37436,-2.87418
37437,-2.52846
37438,-2.3022
37439,-2.26427
37440,-2.18877
37441,-2.17659
37442,-2.24619
37443,-2.47467
37444,-2.75864
37445,-2.60658
37446,-2.13938
37447,-1.6093
37448,-1.5
37449,-1.5
37450,-1.5
37451,-1.5
37452,-1.5
37453,-1.5
37454,-1.5
37455,-2.08059
37456,-2.81714
37457,-2.95392
37458,-2.61349
37459,-2.30296
37460,-2.08109
37461,-2.46603
37462,-2.26951
37463,-2.22153
37464,-2.16405
37465,-2.16623
37466,-2.24254
37467,-2.47344
37468,-2.63126
37469,-2.09102
37470,-1.5
37471,-1.5
37472,-1.5
37473,-1.5
37474,-1.5
37475,-1.5
37476,-1.5
37477,-1.5
37478,-1.5
37479,-2.11211
37480,-2.8097
37481,-2.50349
37482,-2.50928
37483,-2.22618
37484,-2.04207
37485,-1.74391
37486,-1.54555
37487,-1.5
37488,-2.13281
37489,-1.62746
37490,-1.5
37491,-2.36149
37492,-2.65389
37493,-2.60513
37494,-2.54398
37495,-2.29324
37496,-1.80338
37497,-1.59785
37498,-1.5
37499,-1.5
37500,-1.5
37501,-1.6072
37502,-2.17101
37503,-2.6671
37504,-3.02092
37505,-3.02105
37506,-3.3148
37507,-3.02706
37508,-2.84564
37509,-2.56103
37510,-2.34543
37511,-2.32092
37512,-2.23341
37513,-2.21061
37514,-2.23359
37515,-2.32107
37516,-2.38623
37517,-2.1349
37518,-1.60695
37519,-1.5
37520,-1.5
37521,-1.5
37522,-1.5
37523,-1.5
37524,-1.5
37525,-1.5
37526,-1.5
37527,-2.1055
37528,-2.86021
37529,-2.64598
37530,-3.18422
37531,-2.38058
37532,-2.13936
37533,-1.85402
37534,-1.67376
37535,-2.30024
37536,-2.18703
37537,-2.14238
37538,-2.14908
37539,-2.19183
37540,-2.10361
37541,-1.62767
37542,-1.5
37543,-1.5
37544,-1.5
37545,-1.5
37546,-1.5
37547,-1.5
37548,-1.5
37549,-1.5
37550,-1.5
37551,-2.1225
37552,-2.67903
37553,-2.40386
37554,-2.45987
37555,-2.45147
37556,-2.02644
37557,-1.75125
37558,-1.5352
37559,-2.16233
37560,-2.11797
37561,-2.10084
37562,-2.16376
37563,-2.37993
37564,-2.63223
37565,-2.48829
37566,-2.12275
37567,-1.77512
37568,-1.59168
37569,-1.5
37570,-1.5
37571,-1.5
37572,-1.5
37573,-1.72692
37574,-2.12005
37575,-2.65699
37576,-3.1815
37577,-3.23287
37578,-3.4668
37579,-3.13716
37580,-2.89936
37581,-2.56308
37582,-2.34003
37583,-2.2744
37584,-2.20205
37585,-2.20797
37586,-2.27258
37587,-2.43793
37588,-2.69287
37589,-2.24017
37590,-1.5
37591,-1.5
37592,-1.5
37593,-1.5
37594,-1.5
37595,-1.5
37596,-1.5
37597,-1.5
37598,-1.5
37599,-1.98896
37600,-2.84154
37601,-3.38937
37602,-2.75484
37603,-2.46525
37604,-2.25147
37605,-1.92995
37606,-1.68883
37607,-1.63935
37608,-1.57609
37609,-1.54795
37610,-2.29523
37611,-2.50653
37612,-2.6411
37613,-1.941
37614,-1.5
37615,-1.5
37616,-1.5
37617,-1.5
37618,-1.5
37619,-1.5
37620,-1.5
37621,-1.5
37622,-1.5
37623,-2.05611
37624,-2.83573
37625,-2.69259
37626,-2.71856
37627,-2.41735
37628,-2.19598
37629,-2.58703
37630,-1.67211
37631,-1.61489
37632,-1.88158
37633,-1.53962
37634,-1.60359
37635,-2.46938
37636,-2.59485
37637,-2.03356
37638,-1.5
37639,-1.5
37640,-1.5
37641,-1.5
37642,-1.5
37643,-1.5
37644,-1.5
37645,-1.5
37646,-1.5
37647,-2.21082
37648,-2.93874
37649,-3.22066
37650,-2.72773
37651,-2.44752
37652,-2.18916
37653,-1.87467
37654,-1.63688
37655,-2.26079
37656,-2.19589
37657,-2.1757
37658,-2.25188
37659,-2.44754
37660,-2.64518
37661,-2.2083
37662,-1.5
37663,-1.5
37664,-1.5
37665,-1.5
37666,-1.5
37667,-1.5
37668,-1.5
37669,-1.5
37670,-1.5
37671,-1.78868
37672,-2.7059
37673,-2.95971
37674,-2.63384
37675,-2.38355
37676,-2.19653
37677,-1.91039
37678,-2.36177
37679,-1.61254
37680,-2.19567
37681,-1.5
37682,-1.5064
37683,-2.27232
37684,-2.20157
37685,-1.73497
37686,-1.5
37687,-1.5
37688,-1.5
37689,-1.5
37690,-1.5
37691,-1.5
37692,-1.5
37693,-1.5
37694,-1.5
37695,-2.06044
37696,-2.81438
37697,-2.58243
37698,-2.60866
37699,-2.36266
37700,-2.09716
37701,-1.82175
37702,-1.60389
37703,-1.54945
37704,-2.13705
37705,-2.11768
37706,-2.14349
37707,-2.16095
37708,-1.95268
37709,-1.5
37710,-1.5
37711,-1.5
37712,-1.5
37713,-1.5
37714,-1.5
37715,-1.5
37716,-1.5
37717,-1.5
37718,-1.5
37719,-1.76428
37720,-2.53401
37721,-2.33593
37722,-3.15182
37723,-2.27978
37724,-2.05253
37725,-1.77563
37726,-1.54494
37727,-1.5
37728,-2.09756
37729,-1.73197
37730,-1.5
37731,-2.35812
37732,-2.40529
37733,-1.93327
37734,-1.5
37735,-1.5
37736,-1.5
37737,-1.5
37738,-1.5
37739,-1.5
37740,-1.5
37741,-1.5
37742,-1.7578
37743,-2.41014
37744,-2.95168
37745,-2.62196
37746,-2.68119
37747,-2.40106
37748,-2.15619
37749,-1.8148
37750,-1.57239
37751,-1.55159
37752,-1.5
37753,-1.5
37754,-2.2236
37755,-2.38192
37756,-2.52742
37757,-2.43032
37758,-1.94276
37759,-1.5
37760,-1.5
37761,-1.55549
37762,-1.5
37763,-1.5
37764,-1.5
37765,-1.84576
37766,-2.1916
37767,-2.61363
37768,-2.96507
37769,-2.87816
37770,-3.26424
37771,-3.01753
37772,-2.77737
37773,-2.47475
37774,-2.26727
37775,-2.21056
37776,-2.14121
37777,-2.12607
37778,-2.19054
37779,-2.35551
37780,-2.42673
37781,-2.13078
37782,-1.5
37783,-1.5
37784,-1.5
37785,-1.5
37786,-1.5
37787,-1.5
37788,-1.5
37789,-1.5
37790,-1.5
37791,-2.00501
37792,-2.63205
37793,-3.11782
37794,-2.57125
37795,-2.86194
37796,-2.0765
37797,-1.76823
37798,-1.54099
37799,-2.16886
37800,-2.09829
37801,-2.0717
37802,-2.12134
37803,-2.25694
37804,-2.22943
37805,-1.9285
37806,-1.5
37807,-1.5
37808,-1.5
37809,-1.5
37810,-1.5
37811,-1.5
37812,-1.5
37813,-1.76989
37814,-2.04654
37815,-2.4351
37816,-2.76312
37817,-2.98384
37818,-2.3108
37819,-2.14087
37820,-2.64393
37821,-2.40377
37822,-2.19856
37823,-2.13463
37824,-2.0236
37825,-1.97162
37826,-1.97772
37827,-1.98701
37828,-1.81386
37829,-1.5
37830,-1.5
37831,-1.5
37832,-1.5
37833,-1.5
37834,-1.5
37835,-1.5
37836,-1.5
37837,-1.5
37838,-1.5
37839,-1.5
37840,-1.5
37841,-1.79962
37842,-1.77558
37843,-1.75467
37844,-1.64509
37845,-1.5
37846,-1.5
37847,-1.5
37848,-1.5
37849,-1.5
37850,-1.5
37851,-1.5
37852,-1.5
37853,-1.5
37854,-1.5
37855,-1.5
37856,-1.5
37857,-1.5
37858,-1.5
37859,-1.5
37860,-1.5
37861,-1.5
37862,-1.5
37863,-1.5
37864,-1.81664
37865,-2.2396
37866,-2.27737
37867,-2.00364
37868,-1.6409
37869,-1.5
37870,-1.5
37871,-1.5
37872,-1.5
37873,-1.5
37874,-1.5
37875,-1.5
37876,-1.5
37877,-1.5
37878,-1.5
37879,-1.5
37880,-1.5
37881,-1.5
37882,-1.5
37883,-1.5
37884,-1.5
37885,-1.5
37886,-1.5
37887,-1.5
37888,-1.5
37889,-1.50908
37890,-1.6658
37891,-1.55911
37892,-1.5
37893,-1.5
37894,-1.5
37895,-1.5
37896,-1.5
37897,-1.5
37898,-1.5
37899,-1.5
37900,-1.5
37901,-1.5
37902,-1.5
37903,-1.5
37904,-1.5
37905,-1.5
37906,-1.5
37907,-1.5
37908,-1.5
37909,-1.5
37910,-1.5
37911,-1.5
37912,-1.5
37913,-1.629
37914,-1.76449
37915,-1.62238
37916,-1.5
37917,-1.5
37918,-1.5
37919,-1.5
37920,-1.5
37921,-1.5
37922,-1.5
37923,-1.5
37924,-1.5
37925,-1.5
37926,-1.5
37927,-1.5
37928,-1.5
37929,-1.5
37930,-1.5
37931,-1.5
37932,-1.5
37933,-1.5
37934,-1.5
37935,-1.5
37936,-1.5
37937,-1.88978
37938,-1.99654
37939,-1.77093
37940,-1.55636
37941,-1.5
37942,-1.5
37943,-1.5
37944,-1.5
37945,-1.5
37946,-1.5
37947,-1.5
37948,-1.5
37949,-1.5
37950,-1.5
37951,-1.5
37952,-1.5
37953,-1.5
37954,-1.5
37955,-1.5
37956,-1.5
37957,-1.5
37958,-1.5
37959,-1.5
37960,-1.65904
37961,-2.5355
37962,-2.67577
37963,-2.51131
37964,-2.33443
37965,-2.12815
37966,-1.96435
37967,-1.87965
37968,-1.83234
37969,-1.83224
37970,-1.90769
37971,-2.021
37972,-2.10728
37973,-2.06585
37974,-1.83379
37975,-1.52969
37976,-1.5
37977,-1.5
37978,-1.5
37979,-1.5
37980,-1.5
37981,-1.5
37982,-1.5
37983,-1.55883
37984,-1.91025
37985,-2.2508
37986,-2.35357
37987,-2.08476
37988,-2.59715
37989,-1.71119
37990,-1.52395
37991,-1.75429
37992,-1.5
37993,-1.5
37994,-1.5
37995,-2.17137
37996,-2.06148
37997,-1.5
37998,-1.5
37999,-1.5
38000,-1.5
38001,-1.5
38002,-1.5
38003,-1.5
38004,-1.5
38005,-1.5
38006,-1.5
38007,-1.6247
38008,-2.42087
38009,-2.87067
38010,-2.24267
38011,-2.02467
38012,-1.91743
38013,-1.69062
38014,-1.53026
38015,-1.5
38016,-1.5
38017,-1.5
38018,-2.02625
38019,-2.07419
38020,-1.97487
38021,-1.70397
38022,-1.5
38023,-1.5
38024,-1.5
38025,-1.5
38026,-1.5
38027,-1.5
38028,-1.5
38029,-1.5
38030,-1.68238
38031,-2.18895
38032,-2.63837
38033,-2.93955
38034,-2.26555
38035,-2.00082
38036,-1.82195
38037,-1.62456
38038,-1.5
38039,-1.5
38040,-1.95579
38041,-1.94941
38042,-1.96019
38043,-1.91272
38044,-1.78018
38045,-1.5
38046,-1.5
38047,-1.5
38048,-1.5
38049,-1.5
38050,-1.5
38051,-1.5
38052,-1.5
38053,-1.5
38054,-1.5
38055,-1.55604
38056,-2.22486
38057,-2.64885
38058,-2.15207
38059,-1.9767
38060,-1.8096
38061,-1.60134
38062,-2.07088
38063,-2.00559
38064,-1.95555
38065,-1.9464
38066,-2.00343
38067,-2.08289
38068,-2.08604
38069,-1.54791
38070,-1.5
38071,-1.5
38072,-1.5
38073,-1.5
38074,-1.5
38075,-1.5
38076,-1.5
38077,-1.5
38078,-1.5
38079,-1.62029
38080,-1.70578
38081,-2.14756
38082,-2.26675
38083,-2.02634
38084,-1.82747
38085,-1.57987
38086,-1.86855
38087,-2.05686
38088,-1.5
38089,-1.5
38090,-1.5
38091,-1.5
38092,-1.5
38093,-1.5
38094,-1.5
38095,-1.5
38096,-1.5
38097,-1.5
38098,-1.5
38099,-1.5
38100,-1.5
38101,-1.5
38102,-1.5
38103,-1.84651
38104,-2.5492
38105,-3.05362
38106,-2.49096
38107,-2.19496
38108,-2.00928
38109,-1.75371
38110,-1.56144
38111,-2.15446
38112,-2.1045
38113,-2.10299
38114,-2.1479
38115,-2.216
38116,-2.20139
38117,-1.63365
38118,-1.5
38119,-1.5
38120,-1.5
38121,-1.5
38122,-1.5
38123,-1.5
38124,-1.5
38125,-1.5
38126,-1.5
38127,-1.76073
38128,-2.57075
38129,-3.08032
38130,-2.52967
38131,-2.24081
38132,-2.05418
38133,-2.32141
38134,-1.61839
38135,-1.52384
38136,-1.5
38137,-1.5
38138,-1.53918
38139,-2.29908
38140,-2.28502
38141,-1.74046
38142,-1.5
38143,-1.5
38144,-1.5
38145,-1.5
38146,-1.5
38147,-1.5
38148,-1.5
38149,-1.5
38150,-1.5
38151,-1.5302
38152,-2.60465
38153,-3.025
38154,-2.40336
38155,-2.09896
38156,-1.92514
38157,-1.69877
38158,-1.5311
38159,-1.5
38160,-1.5
38161,-2.0935
38162,-1.5
38163,-2.23017
38164,-2.22844
38165,-1.64759
38166,-1.5
38167,-1.5
38168,-1.5
38169,-1.5
38170,-1.5
38171,-1.5
38172,-1.5
38173,-1.5
38174,-1.5
38175,-1.5
38176,-1.88689
38177,-2.28314
38178,-2.40417
38179,-2.14349
38180,-1.97311
38181,-1.72148
38182,-1.56745
38183,-1.66354
38184,-1.5
38185,-1.5
38186,-1.5
38187,-1.5
38188,-1.5
38189,-1.5
38190,-1.5
38191,-1.5
38192,-1.5
38193,-1.5
38194,-1.5
38195,-1.5
38196,-1.5
38197,-1.5
38198,-1.5
38199,-1.5
38200,-1.73458
38201,-2.15112
38202,-2.27823
38203,-2.07048
38204,-1.88439
38205,-1.67203
38206,-1.5
38207,-2.06266
38208,-1.5
38209,-1.5
38210,-1.5
38211,-1.5
38212,-1.50197
38213,-1.5
38214,-1.5
38215,-1.5
38216,-1.5
38217,-1.5
38218,-1.5
38219,-1.5
38220,-1.5
38221,-1.5
38222,-1.5
38223,-1.5
38224,-2.20751
38225,-2.59393
38226,-2.11011
38227,-1.93378
38228,-1.74168
38229,-1.54703
38230,-1.5
38231,-1.5
38232,-1.5
38233,-1.5
38234,-1.5
38235,-2.10306
38236,-2.18051
38237,-1.86964
38238,-1.5
38239,-1.5
38240,-1.5
38241,-1.5
38242,-1.5
38243,-1.5
38244,-1.5
38245,-1.5
38246,-1.5
38247,-2.09267
38248,-2.632
38249,-2.97945
38250,-2.34311
38251,-2.05287
38252,-1.91279
38253,-1.65129
38254,-1.50178
38255,-2.10081
38256,-1.5
38257,-1.5
38258,-1.56621
38259,-2.18903
38260,-2.26866
38261,-2.00782
38262,-1.61512
38263,-1.5
38264,-1.5
38265,-1.5
38266,-1.5
38267,-1.5
38268,-1.5
38269,-1.5
38270,-1.5
38271,-1.93988
38272,-2.51513
38273,-2.94247
38274,-2.3872
38275,-2.12973
38276,-2.18217
38277,-2.37556
38278,-2.20874
38279,-2.10511
38280,-2.10045
38281,-2.09144
38282,-2.15561
38283,-2.23197
38284,-2.22963
38285,-1.70952
38286,-1.5
38287,-1.5
38288,-1.5
38289,-1.5
38290,-1.5
38291,-1.5
38292,-1.5
38293,-1.5
38294,-1.5
38295,-1.5
38296,-2.4936
38297,-2.94949
38298,-2.41739
38299,-2.15468
38300,-1.96861
38301,-1.72539
38302,-1.5277
38303,-1.5
38304,-1.5
38305,-2.08235
38306,-1.5
38307,-2.21135
38308,-2.17918
38309,-1.68089
38310,-1.5
38311,-1.5
38312,-1.5
38313,-1.5
38314,-1.5
38315,-1.5
38316,-1.5
38317,-1.5
38318,-1.5
38319,-1.5
38320,-2.46959
38321,-2.8839
38322,-2.33188
38323,-2.09079
38324,-1.9027
38325,-1.65374
38326,-1.5
38327,-1.93671
38328,-1.5
38329,-1.5
38330,-1.5
38331,-2.108
38332,-2.11585
38333,-1.75307
38334,-1.5
38335,-1.5
38336,-1.5
38337,-1.5
38338,-1.5
38339,-1.5
38340,-1.5
38341,-1.5
38342,-1.5
38343,-1.73793
38344,-2.44892
38345,-2.86289
38346,-2.34007
38347,-2.08606
38348,-1.92242
38349,-1.71751
38350,-1.54648
38351,-1.5
38352,-1.5
38353,-1.5
38354,-2.08064
38355,-2.02478
38356,-1.84243
38357,-1.5
38358,-1.5
38359,-1.5
38360,-1.5
38361,-1.5
38362,-1.5
38363,-1.5
38364,-1.5
38365,-1.5
38366,-1.5
38367,-1.5
38368,-1.73227
38369,-2.77033
38370,-2.24023
38371,-2.02787
38372,-1.83288
38373,-1.64427
38374,-1.5
38375,-1.5
38376,-2.00542
38377,-1.5
38378,-1.5
38379,-1.87766
38380,-1.66232
38381,-1.5
38382,-1.5
38383,-1.5
38384,-1.5
38385,-1.5
38386,-1.5
38387,-1.5
38388,-1.5
38389,-1.5
38390,-1.5
38391,-1.5
38392,-1.62757
38393,-1.87155
38394,-2.09973
38395,-1.94053
38396,-1.75713
38397,-1.5215
38398,-1.5
38399,-1.5
38400,-1.5
38401,-1.5
38402,-1.5
38403,-2.09455
38404,-1.5
38405,-1.5
38406,-1.5
38407,-1.5
38408,-1.5
38409,-1.5
38410,-1.5
38411,-1.5
38412,-1.5
38413,-1.5
38414,-1.5
38415,-1.65749
38416,-2.4035
38417,-2.90193
38418,-2.35628
38419,-2.06486
38420,-1.89029
38421,-1.63452
38422,-1.5
38423,-2.07832
38424,-2.05772
38425,-2.05819
38426,-2.12371
38427,-2.21054
38428,-2.07207
38429,-1.5
38430,-1.5
38431,-1.5
38432,-1.5
38433,-1.5
38434,-1.5
38435,-1.5
38436,-1.5
38437,-1.5
38438,-1.5
38439,-1.57734
38440,-2.4278
38441,-2.87965
38442,-2.32392
38443,-2.0819
38444,-1.9276
38445,-1.70017
38446,-1.54509
38447,-1.5
38448,-1.5
38449,-2.08995
38450,-1.54954
38451,-2.15479
38452,-2.0842
38453,-1.70628
38454,-1.5
38455,-1.5
38456,-1.5
38457,-1.5
38458,-1.5
38459,-1.5
38460,-1.5
38461,-1.5
38462,-1.5
38463,-2.11381
38464,-2.58473
38465,-2.9484
38466,-2.39232
38467,-2.1281
38468,-1.9292
38469,-1.69454
38470,-1.55201
38471,-1.5
38472,-1.5
38473,-2.11174
38474,-2.16719
38475,-2.20554
38476,-2.09341
38477,-1.5
38478,-1.5
38479,-1.5
38480,-1.5
38481,-1.5
38482,-1.5
38483,-1.5
38484,-1.5
38485,-1.5
38486,-1.5
38487,-1.5
38488,-1.85514
38489,-2.20838
38490,-2.31542
38491,-2.05413
38492,-1.8375
38493,-1.61297
38494,-1.5
38495,-2.06498
38496,-1.5
38497,-1.5
38498,-1.5
38499,-2.12606
38500,-2.03874
38501,-1.59522
38502,-1.5
38503,-1.5
38504,-1.5
38505,-1.5
38506,-1.5
38507,-1.5
38508,-1.5
38509,-1.5
38510,-1.5
38511,-1.75954
38512,-2.485
38513,-2.85857
38514,-2.30513
38515,-2.05334
38516,-1.90408
38517,-1.67084
38518,-1.51927
38519,-1.83516
38520,-1.5
38521,-1.5
38522,-1.5
38523,-2.01483
38524,-1.76846
38525,-1.5
38526,-1.5
38527,-1.5
38528,-1.5
38529,-1.5
38530,-1.5
38531,-1.5
38532,-1.5
38533,-1.5
38534,-1.5
38535,-1.5
38536,-1.68429
38537,-2.11108
38538,-2.2823
38539,-2.05619
38540,-1.84993
38541,-1.62904
38542,-1.5
38543,-1.5
38544,-1.5
38545,-1.5
38546,-1.5
38547,-1.65293
38548,-1.5
38549,-1.5
38550,-1.5
38551,-1.5
38552,-1.5
38553,-1.5
38554,-1.5
38555,-1.5
38556,-1.5
38557,-1.5
38558,-1.5
38559,-1.5
38560,-2.13709
38561,-2.54452
38562,-2.04699
38563,-1.89991
38564,-1.75157
38565,-1.57982
38566,-1.5
38567,-1.5
38568,-1.5
38569,-1.5
38570,-1.5
38571,-2.06943
38572,-2.13182
38573,-2.1732
38574,-2.0379
38575,-1.98194
38576,-1.54065
38577,-1.5
38578,-1.5
38579,-1.5
38580,-1.5
38581,-1.5
38582,-1.5
38583,-1.81683
38584,-2.46907
38585,-2.9014
38586,-2.36205
38587,-2.10386
38588,-1.88022
38589,-1.66806
38590,-1.5
38591,-1.90586
38592,-1.5
38593,-1.5
38594,-2.10058
38595,-2.12999
38596,-2.00428
38597,-1.5
38598,-1.5
38599,-1.5
38600,-1.5
38601,-1.5
38602,-1.5
38603,-1.5
38604,-1.5
38605,-1.5
38606,-1.5
38607,-1.6347
38608,-1.81919
38609,-2.2406
38610,-2.40221
38611,-2.15353
38612,-1.95497
38613,-1.71249
38614,-1.53712
38615,-1.5
38616,-2.07282
38617,-1.5
38618,-1.91152
38619,-2.1762
38620,-2.0648
38621,-1.5
38622,-1.5
38623,-1.5
38624,-1.5
38625,-1.5
38626,-1.5
38627,-1.5
38628,-1.5
38629,-1.5
38630,-1.5
38631,-1.60599
38632,-1.82991
38633,-2.25503
38634,-2.40843
38635,-2.15281
38636,-1.96993
38637,-1.71937
38638,-1.55068
38639,-1.5
38640,-2.01837
38641,-2.10014
38642,-1.5
38643,-2.1871
38644,-2.09151
38645,-1.5
38646,-1.5
38647,-1.5
38648,-1.5
38649,-1.5
38650,-1.5
38651,-1.5
38652,-1.5
38653,-1.5
38654,-1.5
38655,-1.96447
38656,-2.67042
38657,-3.03609
38658,-2.48852
38659,-2.24672
38660,-2.02009
38661,-1.80245
38662,-1.6358
38663,-1.54343
38664,-1.5
38665,-1.5
38666,-1.51611
38667,-2.19151
38668,-2.0729
38669,-1.65674
38670,-1.5
38671,-1.5
38672,-1.5
38673,-1.5
38674,-1.5
38675,-1.5
38676,-1.5
38677,-1.5
38678,-1.5
38679,-1.91891
38680,-2.59486
38681,-2.95427
38682,-2.36065
38683,-2.12634
38684,-1.95577
38685,-1.76015
38686,-1.60205
38687,-1.51505
38688,-1.5
38689,-1.90482
38690,-2.13321
38691,-2.06653
38692,-1.82441
38693,-1.5
38694,-1.5
38695,-1.5
38696,-1.5
38697,-1.5
38698,-1.5
38699,-1.5
38700,-1.5
38701,-1.5
38702,-1.5
38703,-1.71494
38704,-1.77879
38705,-2.8842
38706,-2.35754
38707,-2.15064
38708,-1.95267
38709,-1.73136
38710,-1.55497
38711,-1.5
38712,-1.5
38713,-1.5
38714,-2.08258
38715,-1.96226
38716,-1.67839
38717,-1.5
38718,-1.5
38719,-1.5
38720,-1.5
38721,-1.5
38722,-1.5
38723,-1.5
38724,-1.5
38725,-1.5
38726,-1.5
38727,-1.5
38728,-2.16489
38729,-2.5734
38730,-2.07986
38731,-1.94237
38732,-1.77035
38733,-1.54821
38734,-1.5
38735,-1.5
38736,-1.5
38737,-1.5
38738,-1.5
38739,-2.09388
38740,-1.92268
38741,-1.5
38742,-1.5
38743,-1.5
38744,-1.5
38745,-1.5
38746,-1.5
38747,-1.5
38748,-1.5
38749,-1.5
38750,-1.5
38751,-1.9344
38752,-2.5315
38753,-2.92675
38754,-2.39868
38755,-2.13698
38756,-1.92523
38757,-1.69087
38758,-1.53812
38759,-1.84168
38760,-2.10291
38761,-2.09761
38762,-1.5
38763,-2.19588
38764,-2.09975
38765,-1.59949
38766,-1.5
38767,-1.5
38768,-1.5
38769,-1.5
38770,-1.5
38771,-1.5
38772,-1.5
38773,-1.5
38774,-1.5
38775,-1.9403
38776,-2.62111
38777,-2.98349
38778,-2.42435
38779,-2.17543
38780,-1.97926
38781,-1.73835
38782,-1.57567
38783,-1.5
38784,-1.5
38785,-1.5
38786,-1.50979
38787,-2.25421
38788,-2.17829
38789,-1.66169
38790,-1.5
38791,-1.5
38792,-1.5
38793,-1.5
38794,-1.5
38795,-1.5
38796,-1.5
38797,-1.5
38798,-1.5
38799,-1.93589
38800,-2.55652
38801,-2.93169
38802,-2.3999
38803,-2.14236
38804,-1.94249
38805,-1.69324
38806,-1.5403
38807,-1.60246
38808,-1.5
38809,-2.12563
38810,-2.16639
38811,-2.20512
38812,-2.05378
38813,-1.5
38814,-1.5
38815,-1.5
38816,-1.5
38817,-1.5
38818,-1.5
38819,-1.5
38820,-1.5
38821,-1.5
38822,-1.5
38823,-1.866
38824,-2.61352
38825,-2.98164
38826,-2.44777
38827,-2.89642
38828,-2.00489
38829,-2.29519
38830,-1.60065
38831,-1.51119
38832,-1.5
38833,-1.5
38834,-1.5
38835,-2.18572
38836,-2.0775
38837,-1.5
38838,-1.5
38839,-1.5
38840,-1.5
38841,-1.5
38842,-1.5
38843,-1.5
38844,-1.5
38845,-1.5
38846,-1.5
38847,-1.90989
38848,-2.01782
38849,-2.392
38850,-2.52003
38851,-2.29289
38852,-2.79079
38853,-1.89027
38854,-1.73283
38855,-1.61176
38856,-1.54384
38857,-1.51637
38858,-1.51832
38859,-2.14177
38860,-1.91634
38861,-1.5
38862,-1.5
38863,-1.5
38864,-1.5
38865,-1.5
38866,-1.5
38867,-1.5
38868,-1.5
38869,-1.5
38870,-1.5
38871,-1.90174
38872,-2.01599
38873,-3.05998
38874,-2.53939
38875,-2.36043
38876,-2.15999
38877,-1.94652
38878,-1.76308
38879,-1.63511
38880,-1.52294
38881,-1.5
38882,-1.91161
38883,-2.02228
38884,-1.74808
38885,-1.5
38886,-1.5
38887,-1.5
38888,-1.5
38889,-1.5
38890,-1.5
38891,-1.5
38892,-1.5
38893,-1.5
38894,-1.5
38895,-1.69674
38896,-2.51557
38897,-2.85644
38898,-3.10579
38899,-3.00002
38900,-2.75829
38901,-1.84874
38902,-1.67958
38903,-1.57539
38904,-1.5064
38905,-1.5
38906,-1.52377
38907,-2.23863
38908,-2.1638
38909,-1.67248
38910,-1.5
38911,-1.5
38912,-1.5
38913,-1.5
38914,-1.5
38915,-1.5
38916,-1.5
38917,-1.5
38918,-1.5
38919,-2.12255
38920,-2.7791
38921,-3.12616
38922,-2.57251
38923,-2.35601
38924,-2.19306
38925,-1.95779
38926,-1.78427
38927,-1.68175
38928,-1.61594
38929,-1.59964
38930,-1.94776
38931,-2.36055
38932,-2.24617
38933,-1.73614
38934,-1.5
38935,-1.5
38936,-1.5
38937,-1.5
38938,-1.5
38939,-1.5
38940,-1.5
38941,-1.5
38942,-1.77147
38943,-2.40977
38944,-2.87681
38945,-3.1956
38946,-2.63715
38947,-2.40446
38948,-2.21984
38949,-1.96278
38950,-1.77853
38951,-1.69138
38952,-1.63084
38953,-1.57779
38954,-2.32491
38955,-2.39831
38956,-2.30179
38957,-1.76687
38958,-1.5
38959,-1.5
38960,-1.5
38961,-1.5
38962,-1.5
38963,-1.5
38964,-1.5
38965,-1.5
38966,-1.5
38967,-2.28099
38968,-2.88458
38969,-3.20408
38970,-2.64777
38971,-2.4558
38972,-2.29542
38973,-2.06064
38974,-1.86851
38975,-1.77176
38976,-1.7052
38977,-2.34585
38978,-2.37581
38979,-2.39061
38980,-2.3007
38981,-1.7878
38982,-1.5
38983,-1.5
38984,-1.5
38985,-1.5
38986,-1.5
38987,-1.5
38988,-1.5
38989,-1.5
38990,-1.5
38991,-2.33709
38992,-3.06961
38993,-3.38233
38994,-2.82008
38995,-2.65554
38996,-3.1463
38997,-2.25985
38998,-2.05675
38999,-1.92243
39000,-1.84099
39001,-2.49126
39002,-2.50895
39003,-2.50917
39004,-2.42334
39005,-1.89854
39006,-1.5
39007,-1.5
39008,-1.5
39009,-1.5
39010,-1.5
39011,-1.5
39012,-1.5
39013,-1.5
39014,-2.00382
39015,-2.68104
39016,-3.18102
39017,-3.48634
39018,-2.89158
39019,-2.71006
39020,-2.68286
39021,-2.31737
39022,-2.09491
39023,-2.63479
39024,-2.54615
39025,-2.49247
39026,-2.46902
